filename,original_file,upload_time,text_file
introductory-guide-to-ppc.txt,introductory-guide-to-ppc.pdf,2025-05-04 17:32,uploads/raw_text/introductory-guide-to-ppc.txt
introductory-guide-to-ppc.txt,introductory-guide-to-ppc.pdf,2025-05-04 17:33,uploads/raw_text/introductory-guide-to-ppc.txt
